No.,NPWPD,NOP,Nama WP,Nama OP,Jenis Pajak,Alamat
1,P20000000047472,8.01.720.015.0721,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN,Restoran,JL.RAYA PALAGIMATA
2,P20000000167472,8.01.710.002.59315,KOPERASI DAN UMKM,ZULKIFLI PAMILI,Restoran,JL. MUHAMMAD HUSNI THAMRIN
3,P20000000217472,8.01.720.001.36434,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST/BID.TATA RUANG",Restoran,Jalan Dayanu Ikhsanuddin No. 1/Kedai Threesod
4,P20000000217472,8.01.720.015.9044,DINAS PEKERJAAN UMUM,"HUMAIRA,Amd",Restoran,JL. DAYANU IKHSANUDDIN
5,P20000000037472,8.01.710.002.16112,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"RATNA, A.Md.Kom",Restoran,JL. MUH. HUSNI THAMRIN NO. 28
6,P20000000037472,8.01.720.015.27500,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,MEIS SAFITRI,Restoran,JL. DAYANU IKHSANUDDIN NO. 59 A
7,P20000000987472,8.01.710.004.47935,SMP NEGERI 1 BAUBAU,"MELYATI, S.Pd",Restoran,JL. JAMBU METE NO.1 /VASTAKA KUE
8,P20000000617472,8.01.720.015.23808,BADAN PENDAPATAN DAERAH,"LA ODE ARIFUDDIN, S. IP",Restoran,JL. RAYA PALAGIMATA
9,P20000000047472,8.01.720.015.2541,SEKRETARIAT DAERAH KOTA BAUBAU,SEKRETARIAT DAERAH,Restoran,JL.RAYA PALAGIMATA
10,P20000000337472,8.01.760.009.60922,KANTOR KECAMATAN MURHUM,Musrifun/Kel.Melai,Restoran,Kel. Melai/Ayam Geprek Tayo
11,P20000002317472,8.01.750.005.38050,SD NEGERI 2 KADOLOMOKO,"LA EDI,S.Pd.SD",Restoran,JL.ANOA NO.148 B / CATERING MOM’S IKSAN
12,P20000000307472,8.01.740.005.10835,KANTOR KECAMATAN BUNGI,LA POONDI / KEL. KAMPEONAHO,Restoran,JL. ANOA
13,P20000000037472,8.01.770.001.23014,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"ERNI FITRI,S.Pd.SD/SDN 2 KAOBULA",Restoran,JL.HAYAM WURUK NO.3
14,P20000000337472,8.01.760.009.49566,KANTOR KECAMATAN MURHUM,Musrifun/Kel. Melai,Restoran,Kel. Melai/RFA Food
15,P20000000047472,8.01.720.015.26198,SEKRETARIAT DAERAH KOTA BAUBAU,HASNIAR,Restoran,JL.RAYA PALAGIMATA
16,P20000000257472,8.01.710.002.62537,BADAN KESBANGPOL,"Muh. Firdauzi Idris Wally, S.Sos / Bid.Ideologi, Keg. Optimalisasi Peran FPK",Restoran,Jl. Muh Husni Thamrin / NW Catering
17,P20000000247472,8.01.720.015.0439,"DINAS PERUMAHAN, KAWASAN  PEMUKIMAN DAN PERTANAHAN","JAFLI AMIN,SH DINAS PERUMAHAN DAN PEMUKIMAN",Restoran,JL.D.IKHSANUDDIN NO.63
18,P20000000177472,8.01.710.005.12946,KECAMATAN WOLIO,NURMILA,Restoran,JL. DIPONEGORO NO. 21
19,P20000000037472,8.01.720.015.58799,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,MEIS SAFITRI / SEKRETARIAT,Restoran,JLN. DAYANU IKHSANUDDIN NO. 59 A / RM. SENTOSA
20,P20000002137472,8.01.710.011.51210,SD NEGERI PALATIGA,"ANTON, S.Pd",Restoran,JL. GATOT SUBROTO /KIOS ALDI
21,P20000000047472,8.01.720.015.27950,SEKRETARIAT DAERAH KOTA BAUBAU,HASNIAR /BAG. PEREKONOMIAN DAN SDA,Restoran,JL. RAYA PALAGIMATA
22,P20000000217472,8.01.720.015.64139,DINAS PEKERJAAN UMUM,"AHMAD HENDRA KAIF, ST/BINA MARGA",Restoran,Jalan Dayanu Ikhsanuddin No. 1/ UMKM WINDA KATERING
23,P20000000077472,8.01.720.001.41288,SEKRETARIAT DPRD,SAMSINA,Restoran,"JL.RAYA PALAGIMATA, BUKIT PARLEMEN/ALFIN PRASMANAN"
24,P20000000257472,8.01.710.003.14823,BADAN KESBANGPOL,"RINI ISNAINI, S.Sos",Restoran,JL.MH.THAMRIN NO.20
25,P20000001347472,8.01.760.007.52837,SEKOLAH DASAR NEGERI 2 WAJO,"MUSLIMAT., S.Pd,SD",Restoran,JL HOS COKROAMINOTO / DAPUR BOORAM
26,P20000000747472,8.01.760.007.29580,SMK NEGERI 1 BAUBAU,RR DELTU LA FIRLAZ,Restoran,JL. BETOAMBARI NO.7
27,P20000000037472,8.01.710.002.1552,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"WA ODE HALIMAH, A.Ma Pd TK. TK SETIA",Restoran,JL.M.H. THAMRIN NO.17
28,P20000000217472,8.01.720.001.42947,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST/BID.TATA RUANG",Restoran,Jalan Dayanu Ikhsanuddin No. 1/Kedai Threesod
29,P10000006297472,8.01.710.011.16949,ANDI AIDIL FITRAN,THE ZALSA CAFE,Restoran,JL.BAKTI ABRI
30,P20000000487472,8.01.710.003.43193,INSPEKTORAT KOTA BAUBAU,WA ODE NURNANI,Restoran,JL.JENDRAL SUDIRMAN/RM. AYU
31,P20000000077472,8.01.720.015.31221,SEKRETARIAT DPRD,"SAMSINA, S.Sos",Restoran,JL. RAYA PALAGIMATA
32,P20000000257472,8.01.710.002.32941,BADAN KESBANGPOL,"RINI ISNAINI, S.Sos/ BID. KETAHANAN EKONOMI",Restoran,JL. MUH. HUSNI THAMRIN NO.20/FA3SHA BUSSINES KULINER
33,P20000000277472,8.01.710.003.4581,DINAS PERIZINAN PENANAMAN MODAL DAN PTSP,"WA ODE ROSDIANA, SE",Restoran,JL.JENDRAL SUDIRMAN
34,P20000000037472,8.01.710.004.12870,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"HARNIAH HAMZAH, S.Pd /SMPN 1 BAUBAU",Restoran,JL.JAMBU METE
35,P20000000707472,8.01.760.011.44608,SMA NEGERI 4 BAUBAU,"NENY SARI MEGA SARUFA, SE",Restoran,JL.BETOAMBARI NO.73
36,P20000000067472,8.01.710.011.19188,DINAS KESEHATAN,"WA ODE ALFINA, SKM",Restoran,JL. BHAKTI ABRI
37,P20000000017472,8.01.720.015.56015,BADAN PENGELOLA KEUANGAN ASET DAERAH,"BAMBANG SAATI,S.IP/BID.ASET",Restoran,JL.RAYA PALAGIMATA
