No.,NPWPD,NOP,Nama WP,Nama OP,Jenis Pajak,Alamat
1,P20000001297472,8.01.710.007.43976,SD NEGERI 1 BATULO,"LA ODE SARWAN, S.Pd",Restoran,JL. PAHLAWAN KM. 6 / KANTIN SEKOLAH
2,P20000000217472,8.01.720.001.46801,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST/BID.TATA RUANG",Restoran,Jalan Dayanu Ikhsanuddin No. 1/Kedai Threesod
3,P20000000067472,8.01.720.001.18437,DINAS KESEHATAN,"AMRIYA, AMG",Restoran,JL. DAYANU IKHSANUDDIN
4,P20000000277472,8.01.720.015.22019,DINAS  PENANAMAN MODAL DAN PTSP,WAODE SITTI HASANAH,Restoran,JL.RAYA PALAGIMATA
5,P20000000517472,8.01.760.008.55386,DINAS PENGENDALIAN PENDUDUK DAN KELUARGA BERENCANA,SULKIFLI/SNACK/ROSLINA/DALDUK,Restoran,JL.BETOAMBARI
6,P20000000047472,8.01.720.015.1215,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN BAGIAN ORGANISASI,Restoran,JL.RAYA PALGIMATA
7,P20000000917472,8.01.750.005.33972,SD NEGERI 1 KADOLOMOKO,"RISNAWATI, S.Pd",Restoran,JL. ANOA NO. 9 /KEDAI DAEBAK
8,P20000000307472,8.01.740.003.36900,KANTOR KECAMATAN BUNGI,I KADEK RAI WAHYUDI,Restoran,KEL. NGKARI-NGKARI/PIPIN JPP
9,P20000000067472,8.01.770.002.9594,DINAS KESEHATAN,"NURHAYANI ALI, A.MKG PUSKESMAS MEO-MEO",Restoran,JL.HAYAM WURUK NO.97
10,P20000000037472,8.01.710.001.17434,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"WA ODE HARTINA, S.Pd / SDN 2 BATARAGURU",Restoran,JL. BUDI UTOMO NO. 16 B
11,P20000000167472,8.01.720.015.27861,KOPERASI DAN UMKM,ZULKIFLI PAMILI,Restoran,JL. DAYANU IKHSANUDDIN NO. 13
12,P20000000067472,8.01.760.009.48414,DINAS KESEHATAN,"winda ukhti kurnia,  AMK/ PKM melai",Restoran,Jl.  sultan la buke  kel. melai/ catering winda
13,P20000000067472,8.01.710.011.20440,DINAS KESEHATAN,"WA ODE ALFINA, SKM",Restoran,JL. BAKTI ABRI NO. 001
14,P20000000017472,8.01.720.015.24805,BADAN PENGELOLA KEUANGAN ASET DAERAH,"BAMBANG SAATI, S.IP /BID. PERBENDAHARAAN",Restoran,JL. RAYA PALAGIMATA
15,P20000000577472,8.01.710.003.56979,DINAS PERDAGANGAN DAN PERINDUSTRIAN,NARLIN MEDI,Restoran,JL. R.A KARTINI
16,P20000001267472,8.01.710.002.58582,SD NEGERI 2 BAUBAU,"VIVIN HARIANTI,S.Pd",Restoran,JL.JEND.SUDIRMAN NO.58/ CLAUDYS MEALS
