No.,NPWPD,NOP,Nama WP,Nama OP,Jenis Pajak,Alamat
1,P20000000067472,8.01.710.011.62246,DINAS KESEHATAN,Evi Fitriani // UPTD Instalasi Farmasi,Restoran,Jlan. Bakti Abri No. 001 // Rumah Makan Ayu
2,P20000000077472,8.01.720.001.39372,SEKRETARIAT DPRD,SAMSINA,Restoran,"JL.RAYA PALAGIMATA, BUKIT PARLEMEN/KC.jln PAHLAWAN"
3,P20000000047472,8.01.720.015.12506,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN,Restoran,JL. RAYA PALAGIMATA
4,P20000000217472,8.01.720.007.15941,DINAS PEKERJAAN UMUM,"SYAHRIFIL,ST",Restoran,JL.DAYANU IKSANUDDIN NO.1
5,P20000000217472,8.01.720.001.50916,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST/BID.TATA RUANG",Restoran,Jalan Dayanu Ikhsanuddin No. 1/Kedai Threesod
6,P20000000577472,8.01.710.003.27592,DINAS PERDAGANGAN DAN PERINDUSTRIAN,NARLIN MEDI S.M,Restoran,JL.R.A KARTINI NO.13
7,P20000000067472,8.01.720.015.63848,DINAS KESEHATAN,"ELYAMIN MAAMA, A.Md/PUSKESMAS SULAA",Restoran,KOMPLEK BTN WANABHAKTI INDAH/RM. ZONA 3
8,P20000001007472,8.01.770.006.40973,SD NEGERI 2 BONE-BONE,ARFIAN S.Pd,Restoran,JL. ERLANGGA NO. 161 A / NELVA CAKE
9,P20000000077472,8.01.720.015.14515,SEKRETARIAT DPRD,"SAMSINA, S.Sos",Restoran,"JL.RAYA PALAGIMATA, BUKIT PARLEMEN"
10,P20000000047472,8.01.720.015.18346,SEKRETARIAT DAERAH KOTA BAUBAU,ARDIN NADIMIN,Restoran,JL. RAYA PALAGIMATA
11,P20000000067472,8.01.760.008.52546,DINAS KESEHATAN,La Ode Rajab Hibai/Pkm Wajo,Restoran,Jl dr Wahidin no 137/Topaz Food
12,P20000000457472,8.01.780.003.29282,KANTOR KECAMATAN LEA-LEA,MARLINA /KEL. KANTALAI,Restoran,JL. PADAT KARYA
13,P20000000257472,8.01.710.003.5779,BADAN KESBANGPOL,"RINI ISNAINI, S.Sos",Restoran,JL. MUH.HUSNI THAMRIN NO.20
14,P20000000097472,8.01.760.011.65426,DINAS PERIKANAN DAN KELAUTAN,Zaenab/Perikanan Budidaya,Restoran,Jl. Wa Ode Wau No.65/Ayam Goreng Presto
15,P20000001387472,8.01.760.011.42629,SMP NEGERI 3 BAUBAU,"MUK'INAH, S.Pd",Restoran,JL. BETOAMBARI NO.71 /INAYAH CAKE
16,P20000000257472,8.01.710.002.16510,BADAN KESBANGPOL,"RINI ISNAINI, S.Sos",Restoran,JL. MUH. HUSNI THAMRIN NO. 20
17,P20000000267472,8.01.770.004.20344,KANTOR KECAMATAN BATUPOARO,"ANDI SITTI HILYAH ,S.Pi/KEL.LANTO",Restoran,JL.LAELANGI
18,P20000000047472,8.01.720.015.54139,SEKRETARIAT DAERAH KOTA BAUBAU,RANILI / BAG. UMUM SETDA,Restoran,JL. RAYA PALAGIMATA / WARUNG PUTRA BUNDA LAMONGAN
19,P20000000757472,8.01.720.015.30917,SMK NEGERI 2 BAUBAU,"LA ODE HAMSIR, S.Pd",Restoran,JL. LAKARAMBAU
20,P20000000277472,8.01.720.015.32610,DINAS  PENANAMAN MODAL DAN PTSP,WA ODE SITTI HASANAH / BAGIAN LAPANGAN,Restoran,JL.RAYA  PALAGIMATA / CATERING WAHYU AMELIA GAFAR
21,P20000000077472,8.01.720.015.4256,SEKRETARIAT DPRD,"SAMSINA, S.Sos SEKRETARIAT DPRD",Restoran,"JL.RAYA PALAGIMATA, BUKIT PARLEMEN"
22,P20000000157472,8.01.710.003.8048,BALITBANG,"ALBERTHIN PABESAK, SE",Restoran,"JL. JENDERAL SUDIRMAN, SE"
23,P20000000037472,8.01.760.007.11708,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"HIYMAH, A.Ma.Pd.OR / SDN 2 WAJO",Restoran,JL. HOS COKROAMINOTO NO. 07
24,P20000000737472,8.01.710.004.44311,SMA NEGERI 7 BAUBAU,"MUHAMMAD IQBAL, S.Pd.,Gr",Restoran,JL. JAMBU MENTE / KANTIN KEJUJURAN SMAN 7 BAUBAU
25,P20000000067472,8.01.780.001.18851,DINAS KESEHATAN,"MARWATI, SKM / PUSKESMAS LOWU-LOWU",Restoran,JL. SULTAN MURHUM NO. 03
26,P20000000017472,8.01.720.015.22469,BADAN PENGELOLA KEUANGAN ASET DAERAH,"BAMBANG SAATI, S.IP",Restoran,JL. RAYA PALAGIMATA
27,P20000000067472,8.01.710.011.55718,DINAS KESEHATAN,"Evi Fitriani, S. Si / Bidang P2",Restoran,UMKM WINDAH / VEBBY CYNTIA VRANCISKA
28,P20000000077472,8.01.720.015.1586,SEKRETARIAT DPRD,SEKRETARIAT DPRD,Restoran,JL.RAYA PALAGIMATA BUKIT PARLEMEN
29,P20000000107472,8.01.710.003.34351,DINAS PERHUBUNGAN,Rumah Makan Rabana,Restoran,Baubau
30,P20000000267472,8.01.770.001.6625,KANTOR KECAMATAN BATUPOARO,WAODE MALIATI KELURAHAN KAOBULA,Restoran,JL.HAYAM WURUK
31,P20000000217472,8.01.720.007.9947,DINAS PEKERJAAN UMUM,"HUMAIRAH, AMd",Restoran,JL. DAYANU IKHSANUDDIN
32,P20000000037472,8.01.710.011.19157,DINAS PENDIDIKAN PEMUDA DAN OLAH RAGA,"IRMAN,S.Pd.M.Pd/ SDN.2 PALATIGA",Restoran,JL.PAHLAWAN
33,P20000000067472,8.01.710.011.45937,DINAS KESEHATAN,"Astuti Rahayu, S. Kep.,Ns/UPTD Puskesmas Wolio",Restoran,Jl. Pahlawan No. 138/Inayah Cake
34,P20000000217472,8.01.720.015.20909,DINAS PEKERJAAN UMUM,"SYAHRIFIL, ST",Restoran,JL. DAYANU IKHSANUDDIN NO. 1
35,P20000000307472,8.01.740.009.25259,KANTOR KECAMATAN BUNGI,ZAIUNUDDIN/KEL.TAMPUNA,Restoran,JL.ANOA
36,P20000000057472,8.01.720.015.57315,BAPPEDA,"La Ode Ikramansyah, SE/BIDANG PPE MAKRO",Restoran,Jl. Raya Palagimata/W A R L I P  Bakery & Cake
37,P20000000067472,8.01.710.011.0248,DINAS KESEHATAN,EVI FITRIANI,Restoran,JL.BAKTI ABRI
